emissoes_ultimos_3_meses,emissoes_ultimo_mes,crescimento_emissoes,tickets_abertos_ultimos_3_meses,tickets_abertos_ultimo_mes,crescimento_tickets_abertos,atraso_fatura_ultimos_3_meses,atraso_fatura_ultimo_mes,mes,cancelamento
9180,3099,1.01,11,3,0.75,2,0,3,0
9848,1954,0.60,11,8,2.00,3,1,1,1
3052,1041,1.02,9,1,0.33,0,0,7,0
6891,1337,0.58,49,20,1.18,2,0,6,1
2213,773,1.05,2,0,0.00,0,0,10,0
1715,612,1.07,10,2,0.50,0,0,3,0
7340,2491,1.02,5,2,1.00,0,0,6,0
5474,1850,1.01,2,0,0.00,2,1,12,0
8110,2724,1.01,8,2,0.67,0,0,1,0
2594,910,1.05,10,4,1.00,0,0,6,0
1567,539,1.03,15,4,0.80,1,0,2,0
2032,720,1.06,6,2,1.00,0,0,9,0
2172,770,1.06,12,3,0.75,0,0,11,0
7593,2557,1.01,0,0,0.00,0,0,6,0
1051,401,1.14,8,2,0.67,2,1,7,0
2545,883,1.04,4,2,1.00,0,0,6,0
4095,787,0.58,26,12,1.33,2,1,7,1
1585,571,1.08,2,0,0.00,0,0,8,0
2281,804,1.06,9,3,1.00,1,0,9,1
2689,523,0.58,45,23,1.53,0,0,7,1
1498,546,1.09,2,0,0.00,2,0,9,0
3317,1148,1.04,14,3,0.60,2,0,3,1
8387,2824,1.01,11,3,0.75,0,0,8,0
8042,2726,1.02,6,2,1.00,0,0,6,0
9374,1835,0.59,49,24,1.41,3,1,7,0
5755,1942,1.01,5,2,1.00,1,0,8,0
5280,1803,1.02,1,0,0.00,0,0,2,1
5775,1132,0.59,25,11,1.22,1,1,9,0
9043,3052,1.01,5,2,1.00,0,0,11,0
2907,1000,1.03,9,1,0.33,1,0,2,0
438,180,1.23,5,2,1.00,0,0,5,0
9116,3051,1.00,5,2,1.00,2,0,8,0
3122,1068,1.03,7,2,0.67,1,1,12,0
7786,1552,0.60,21,16,2.29,0,0,2,1
2604,881,1.01,6,2,1.00,0,0,6,0
7311,2463,1.01,13,3,0.60,0,0,1,0
341,151,1.32,13,5,1.00,0,0,5,1
4682,1596,1.02,0,0,0.00,2,0,2,0
9480,3175,1.00,10,3,0.75,0,0,8,0
3893,1335,1.03,7,2,0.67,1,0,10,0
9947,3328,1.00,11,4,1.00,1,1,12,0
5633,1925,1.03,1,0,0.00,2,0,6,0
5993,2037,1.02,3,1,1.00,2,0,4,0
8786,2949,1.01,2,0,0.00,0,0,4,1
6729,2287,1.02,6,2,1.00,0,0,5,1
1621,572,1.06,6,2,1.00,0,0,4,0
5524,1852,1.01,1,0,0.00,1,0,4,0
1412,514,1.09,6,2,1.00,0,0,7,1
3968,1354,1.02,7,3,1.00,0,0,12,0
5986,1167,0.58,48,24,1.50,0,0,7,1
5568,1871,1.01,10,4,1.00,0,0,7,0
6077,2075,1.02,13,3,0.60,0,0,12,0
1231,461,1.12,8,1,0.33,0,0,10,0
8420,2845,1.01,3,1,1.00,0,0,10,0
1398,488,1.05,5,2,1.00,0,0,8,0
8585,2896,1.01,2,0,0.00,2,1,1,0
9978,3365,1.01,12,2,0.50,0,0,6,0
8337,2808,1.01,13,5,1.00,1,0,1,1
5687,1927,1.02,10,3,0.75,0,0,9,1
2599,884,1.02,5,2,1.00,0,0,5,0
5710,1923,1.01,15,3,0.60,0,0,4,1
9630,3254,1.01,15,5,1.00,0,0,2,1
3275,1129,1.03,15,5,1.00,0,0,1,0
8786,2975,1.02,14,4,0.80,0,0,3,0
9419,3158,1.01,14,5,1.00,0,0,2,0
1226,429,1.05,1,0,0.00,0,0,12,1
7640,2572,1.01,11,2,0.50,2,0,12,1
308,113,1.10,7,3,1.00,2,0,4,0
3748,1260,1.01,2,0,0.00,1,0,1,1
8376,2830,1.01,3,1,1.00,0,0,8,0
7587,1478,0.58,25,9,1.00,2,1,6,1
1379,483,1.05,0,0,0.00,1,0,7,0
7684,1495,0.58,51,26,1.53,3,0,7,1
5920,1145,0.58,45,19,1.27,1,1,6,1
3652,1235,1.01,5,2,1.00,2,0,4,0
1866,635,1.02,12,3,0.75,0,0,7,0
1570,535,1.02,6,2,1.00,0,0,11,1
2816,958,1.02,6,2,1.00,1,1,5,0
2374,828,1.05,15,4,0.80,2,1,2,1
6895,2324,1.01,12,4,1.00,1,0,9,0
5694,1911,1.01,12,3,0.75,0,0,10,0
5940,2014,1.02,6,2,1.00,0,0,4,0
2853,983,1.03,1,0,0.00,0,0,3,0
3868,1308,1.01,11,2,0.50,1,0,12,0
6253,2125,1.02,10,4,1.00,2,0,5,0
8717,2938,1.01,11,4,1.00,2,0,9,0
1152,420,1.09,7,3,1.00,0,0,3,0
5737,1943,1.02,14,5,1.00,0,0,6,0
2789,520,0.56,45,17,1.13,3,1,6,1
8627,2914,1.01,13,3,0.60,2,1,7,0
6999,2347,1.01,5,2,1.00,2,0,10,0
6190,2093,1.01,15,4,0.80,1,0,4,0
7092,2402,1.02,12,4,1.00,0,0,2,1
4526,1555,1.03,5,2,1.00,0,0,1,0
1850,658,1.07,9,1,0.33,0,0,2,0
1004,152,0.45,57,26,1.37,2,0,7,0
1794,615,1.03,10,2,0.50,0,0,9,0
7716,2614,1.02,4,2,1.00,1,0,11,0
2927,1019,1.04,10,4,1.00,2,0,10,1
932,138,0.44,33,16,1.45,3,1,6,1
4717,1599,1.02,1,0,0.00,0,0,5,0
7458,2512,1.01,8,3,1.00,0,0,2,0
2603,909,1.05,4,2,1.00,2,1,10,0
562,70,0.37,30,14,1.40,0,0,10,1
868,164,0.57,31,15,1.36,1,1,7,1
1213,448,1.11,11,4,1.00,2,0,3,1
7951,1581,0.60,13,11,2.20,1,1,3,1
2898,984,1.02,5,2,1.00,1,0,7,0
3210,1116,1.04,8,1,0.33,2,0,10,0
1603,582,1.09,14,3,0.60,0,0,4,1
3787,1273,1.01,7,2,0.67,2,0,12,0
2205,781,1.06,14,4,0.80,0,0,8,1
3571,1220,1.02,11,2,0.50,0,0,4,0
8846,2967,1.01,0,0,0.00,0,0,11,0
6031,2047,1.02,4,2,1.00,1,0,5,1
6654,2254,1.02,6,2,1.00,0,0,7,0
1107,388,1.05,14,5,1.00,2,1,6,1
8679,2938,1.02,14,3,0.60,2,0,7,0
8006,2718,1.02,8,1,0.33,0,0,3,1
9883,3345,1.02,14,5,1.00,2,0,10,0
4577,1552,1.02,0,0,0.00,2,0,5,0
1498,549,1.10,4,2,1.00,0,0,2,0
8263,2803,1.02,8,3,1.00,0,0,10,1
9587,1889,0.59,55,19,1.00,3,1,7,1
9672,3255,1.01,1,0,0.00,1,0,4,1
6678,2252,1.01,0,0,0.00,2,0,9,0
6623,2248,1.02,1,0,0.00,0,0,8,1
3959,776,0.59,29,14,1.40,2,1,12,1
8069,1609,0.60,50,17,1.00,0,0,7,1
9874,1937,0.59,28,17,1.70,3,1,6,1
8792,1748,0.60,49,21,1.24,1,1,6,1
1476,535,1.09,0,0,0.00,2,1,3,1
7357,2485,1.01,4,2,1.00,0,0,3,1
7575,2554,1.01,15,4,0.80,1,1,4,0
3903,774,0.59,16,9,1.50,2,1,1,1
4715,931,0.59,31,16,1.45,3,1,6,0
4735,925,0.59,47,18,1.12,1,1,7,1
708,119,0.50,33,19,1.73,2,1,7,1
3783,751,0.60,45,20,1.33,2,1,7,1
658,100,0.45,59,28,1.40,2,1,7,1
9410,3153,1.01,9,3,1.00,2,1,12,1
2222,406,0.55,44,19,1.27,1,1,6,1
8939,2993,1.00,4,2,1.00,0,0,8,0
1543,525,1.02,14,3,0.60,0,0,8,0
3428,1192,1.04,13,3,0.60,2,1,5,0
8977,1761,0.59,27,15,1.67,0,0,7,0
5141,1729,1.01,15,5,1.00,2,1,6,1
6101,2079,1.02,6,2,1.00,2,0,1,0
7889,2652,1.01,7,3,1.00,2,0,9,0
3381,639,0.57,38,16,1.23,0,0,6,1
4975,1700,1.02,8,3,1.00,0,0,7,0
1261,248,0.59,41,20,1.43,2,1,6,1
9592,3227,1.01,3,1,1.00,0,0,10,0
5956,1996,1.01,13,3,0.60,0,0,8,0
1859,657,1.06,1,0,0.00,0,0,5,0
1883,667,1.06,0,0,0.00,0,0,3,0
5197,1772,1.02,15,5,1.00,1,0,7,0
9378,3166,1.01,4,2,1.00,0,0,5,0
5269,1798,1.02,4,2,1.00,1,1,7,0
5539,1883,1.02,13,4,0.80,0,0,4,0
7321,2491,1.02,3,1,1.00,2,0,12,0
5508,1881,1.02,2,0,0.00,1,0,3,0
2485,461,0.56,34,12,1.00,1,1,7,1
1397,485,1.04,8,1,0.33,0,0,2,0
8689,2918,1.01,4,2,1.00,1,0,7,1
3288,612,0.56,46,21,1.31,3,1,6,1
1462,274,0.56,31,12,1.09,3,0,7,1
4436,1514,1.02,13,5,1.00,0,0,2,1
731,280,1.15,14,4,0.80,0,0,3,0
6476,2184,1.01,11,3,0.75,0,0,10,0
2473,869,1.05,9,3,1.00,1,1,4,0
8337,2807,1.01,11,3,0.75,0,0,1,0
3996,1364,1.02,9,3,1.00,0,0,7,0
992,194,0.59,32,11,1.00,3,0,6,1
1330,486,1.09,4,2,1.00,0,0,10,0
9753,1922,0.59,39,19,1.46,1,1,7,1
6130,2091,1.02,9,3,1.00,1,0,7,0
3848,1304,1.02,6,2,1.00,0,0,10,0
8265,1629,0.59,51,27,1.59,1,1,7,1
2894,989,1.02,4,2,1.00,0,0,6,0
2455,835,1.02,1,0,0.00,0,0,8,0
4407,1498,1.02,11,4,1.00,2,1,2,0
9816,3313,1.01,1,0,0.00,0,0,3,0
8882,2972,1.00,5,2,1.00,0,0,1,0
9450,3194,1.01,6,2,1.00,0,0,1,0
322,122,1.13,8,1,0.33,0,0,9,1
4152,811,0.59,24,18,2.25,0,0,10,1
5735,1955,1.02,12,4,1.00,1,0,5,0
9510,1864,0.59,26,16,1.78,0,0,6,1
6864,2338,1.02,6,2,1.00,1,0,7,0
7727,1515,0.59,36,14,1.17,2,1,7,1
4218,1422,1.01,2,0,0.00,0,0,9,0
6429,2193,1.02,7,2,0.67,0,0,5,0
7799,2639,1.01,8,2,0.67,2,0,9,1
4191,1419,1.02,7,2,0.67,0,0,6,0
561,228,1.22,3,1,1.00,0,0,7,0
4062,1372,1.01,15,3,0.60,1,0,5,0
5183,1778,1.03,0,0,0.00,0,0,1,0
9317,3137,1.01,5,2,1.00,0,0,11,0
7347,2461,1.00,15,3,0.60,2,0,4,1
8389,2842,1.02,10,2,0.50,0,0,1,1
556,234,1.26,5,2,1.00,1,0,2,1
1396,491,1.05,6,2,1.00,0,0,2,1
3951,781,0.59,30,20,2.00,3,1,6,1
5488,1877,1.03,9,3,1.00,0,0,7,0
6230,2126,1.02,8,3,1.00,1,0,2,0
366,144,1.18,3,1,1.00,0,0,8,0
4318,836,0.58,13,7,1.40,3,1,11,0
9785,3306,1.01,11,3,0.75,0,0,11,0
8646,2930,1.02,5,2,1.00,1,0,11,0
5231,1769,1.01,11,4,1.00,1,0,4,0
8805,1738,0.59,28,13,1.30,2,1,6,1
9389,3174,1.01,7,3,1.00,1,0,6,0
7734,1509,0.59,47,23,1.44,1,1,6,0
4623,881,0.57,53,18,1.00,1,1,7,0
476,205,1.29,1,0,0.00,2,0,4,0
7766,2604,1.01,1,0,0.00,1,1,10,0
1731,623,1.08,10,2,0.50,1,0,9,0
3616,1222,1.01,15,5,1.00,0,0,5,0
8336,1641,0.59,53,23,1.28,1,1,7,1
5343,1802,1.01,14,3,0.60,0,0,3,0
6921,2350,1.02,12,2,0.50,1,0,3,0
3526,1191,1.01,2,0,0.00,0,0,8,0
8901,3000,1.01,2,0,0.00,0,0,9,0
790,304,1.15,1,0,0.00,0,0,11,0
9118,3069,1.01,12,4,1.00,0,0,12,0
8071,2741,1.02,4,2,1.00,0,0,7,1
591,218,1.11,1,0,0.00,2,0,10,1
8450,2849,1.01,10,4,1.00,2,0,2,0
2663,499,0.56,45,17,1.13,0,0,7,1
8909,3005,1.01,14,3,0.60,2,0,5,1
4366,859,0.59,48,22,1.38,0,0,7,1
5447,1852,1.02,12,3,0.75,0,0,7,0
696,279,1.20,6,2,1.00,0,0,7,1
7167,2421,1.01,6,2,1.00,0,0,11,0
5866,1991,1.02,2,0,0.00,0,0,8,0
7182,2440,1.02,14,5,1.00,0,0,4,0
5955,2025,1.02,11,2,0.50,2,0,11,0
475,173,1.09,6,2,1.00,0,0,12,1
1774,328,0.55,35,19,1.58,3,1,6,1
6907,2345,1.02,12,3,0.75,0,0,9,0
4246,1466,1.04,6,2,1.00,0,0,6,1
8598,2907,1.01,6,2,1.00,0,0,10,0
8345,2804,1.01,14,4,0.80,0,0,5,0
2024,388,0.57,52,22,1.22,2,1,7,1
6601,2219,1.01,11,4,1.00,1,0,8,0
6678,2268,1.02,12,4,1.00,0,0,2,0
3494,1195,1.03,12,4,1.00,1,0,5,0
7792,1549,0.60,10,6,1.50,3,1,12,1
637,246,1.15,1,0,0.00,2,0,4,0
5031,1693,1.01,1,0,0.00,0,0,2,0
9813,3311,1.01,6,2,1.00,0,0,5,0
6906,2335,1.01,13,5,1.00,2,1,1,0
392,144,1.10,6,2,1.00,2,0,10,0
6687,2269,1.02,12,4,1.00,1,0,4,0
2295,811,1.06,10,2,0.50,0,0,1,0
8518,2881,1.01,6,2,1.00,0,0,10,0
2305,810,1.05,8,1,0.33,0,0,12,1
921,146,0.48,39,18,1.38,1,0,6,1
6384,2141,1.01,11,2,0.50,1,1,3,0
562,237,1.26,8,3,1.00,1,0,11,0
2210,762,1.03,13,4,0.80,0,0,4,0
2349,823,1.05,1,0,0.00,2,0,7,1
2713,925,1.02,11,3,0.75,2,0,8,0
7485,2534,1.02,5,2,1.00,1,0,11,1
3767,1289,1.03,15,4,0.80,2,0,10,1
2577,906,1.05,11,3,0.75,0,0,3,0
515,199,1.16,5,2,1.00,0,0,2,0
5118,1728,1.01,1,0,0.00,2,0,3,0
8036,2690,1.00,11,2,0.50,2,0,2,0
6764,1345,0.60,26,18,2.00,0,0,6,1
2267,788,1.04,2,0,0.00,2,0,1,0
7383,2477,1.01,2,0,0.00,0,0,1,0
5634,1912,1.02,12,2,0.50,2,1,12,0
1469,529,1.08,10,4,1.00,0,0,7,0
9012,3029,1.01,1,0,0.00,0,0,5,0
2785,975,1.05,5,2,1.00,2,0,1,0
8230,2761,1.01,9,3,1.00,0,0,12,0
1281,442,1.04,5,2,1.00,0,0,10,0
6989,2355,1.01,14,3,0.60,0,0,6,0
744,100,0.40,32,18,1.64,2,1,6,1
4544,1555,1.03,5,2,1.00,0,0,7,1
5775,1129,0.59,14,12,2.40,3,1,1,1
2053,735,1.07,2,0,0.00,0,0,11,0
7953,2690,1.01,15,5,1.00,2,0,11,0
3205,1086,1.02,14,5,1.00,1,0,10,0
7367,2489,1.01,4,2,1.00,0,0,4,0
7242,2429,1.01,2,0,0.00,2,0,7,0
2884,1007,1.05,9,1,0.33,0,0,10,0
9498,1875,0.59,45,19,1.27,2,0,6,1
1104,396,1.08,9,1,0.33,1,1,8,1
5847,1970,1.01,6,2,1.00,2,0,10,0
3276,650,0.60,47,25,1.56,3,1,6,1
6913,1339,0.58,49,23,1.35,1,1,6,1
8540,2880,1.01,12,2,0.50,2,0,9,1
738,294,1.20,3,1,1.00,1,0,5,0
6771,1330,0.59,28,12,1.20,0,0,7,0
2680,910,1.02,12,3,0.75,0,0,7,0
7203,2411,1.00,8,3,1.00,0,0,5,0
5905,1997,1.01,14,3,0.60,2,0,5,0
8935,3024,1.02,4,2,1.00,0,0,12,0
8020,2705,1.01,4,2,1.00,0,0,10,0
5767,1947,1.01,14,5,1.00,0,0,11,0
8633,2926,1.02,12,2,0.50,0,0,11,0
2047,703,1.03,15,3,0.60,0,0,1,0
6096,2060,1.01,0,0,0.00,0,0,9,0
519,201,1.16,15,3,0.60,0,0,3,0
9663,1923,0.60,35,15,1.25,2,0,7,1
3431,1174,1.03,8,1,0.33,1,0,5,0
925,160,0.52,11,13,3.25,1,1,4,0
3485,1208,1.04,5,2,1.00,0,0,8,0
6661,2262,1.02,15,3,0.60,1,0,8,1
3912,1317,1.01,10,2,0.50,0,0,1,0
1085,397,1.10,9,2,0.67,2,0,7,0
8318,2799,1.01,5,2,1.00,0,0,11,0
7442,1474,0.59,40,23,1.64,2,1,7,1
9159,1793,0.59,46,17,1.06,3,1,7,1
3922,754,0.58,30,12,1.20,2,1,6,1
8924,2991,1.01,0,0,0.00,1,0,5,0
4338,1482,1.02,12,2,0.50,0,0,6,0
8485,2843,1.00,4,2,1.00,0,0,3,0
8227,2776,1.01,1,0,0.00,2,0,8,0
6205,2086,1.01,9,2,0.67,0,0,6,0
8969,3003,1.00,4,2,1.00,0,0,2,0
6543,2213,1.01,13,4,0.80,0,0,9,0
6749,2263,1.01,11,4,1.00,0,0,9,0
329,154,1.40,14,3,0.60,2,0,12,1
8349,2828,1.02,5,2,1.00,2,0,4,0
9818,1924,0.59,45,25,1.67,2,1,7,0
5339,1022,0.57,25,9,1.00,1,0,8,1
1553,545,1.05,12,3,0.75,0,0,1,0
4280,1459,1.02,9,3,1.00,0,0,12,1
7397,2493,1.01,1,0,0.00,0,0,11,0
1013,352,1.04,7,3,1.00,1,0,3,0
7704,2601,1.01,3,1,1.00,2,0,10,0
1736,609,1.05,10,4,1.00,2,0,11,0
3453,656,0.57,52,22,1.22,1,0,6,1
695,282,1.22,7,2,0.67,0,0,5,0
4011,757,0.57,10,7,1.75,2,1,3,0
1573,570,1.09,6,2,1.00,1,0,8,0
790,137,0.52,60,23,1.15,1,1,7,0
5700,1117,0.59,52,18,1.00,1,0,7,1
2501,473,0.57,59,22,1.10,2,0,7,1
2144,730,1.02,3,1,1.00,0,0,6,0
7699,2598,1.01,10,2,0.50,1,1,12,0
9339,3124,1.00,4,2,1.00,0,0,4,0
8491,1669,0.59,20,8,1.14,2,1,10,1
6699,1328,0.59,49,20,1.18,1,1,6,1
2339,809,1.04,0,0,0.00,0,0,2,0
6408,1242,0.58,52,25,1.39,2,0,6,1
4795,1615,1.01,3,1,1.00,0,0,3,0
9823,3324,1.01,0,0,0.00,0,0,1,1
4060,1386,1.02,8,1,0.33,1,0,8,0
860,328,1.14,3,1,1.00,0,0,3,0
4773,1621,1.02,12,4,1.00,2,0,9,0
9324,1835,0.59,51,22,1.29,3,1,7,1
5562,1867,1.01,11,4,1.00,2,1,10,0
4301,830,0.58,49,23,1.35,3,1,6,1
2476,861,1.04,5,2,1.00,0,0,2,0
9880,1965,0.60,42,19,1.36,2,1,6,1
3669,1265,1.03,12,4,1.00,0,0,1,1
3263,1119,1.03,3,1,1.00,0,0,10,0
1136,407,1.07,2,0,0.00,0,0,7,0
9989,3348,1.01,1,0,0.00,0,0,4,0
2480,871,1.05,13,4,0.80,0,0,9,0
4362,833,0.57,54,25,1.39,2,1,7,1
8761,2951,1.01,9,3,1.00,0,0,1,0
8460,2865,1.02,4,2,1.00,0,0,11,0
4817,1629,1.01,7,1,0.33,0,0,9,0
6024,2034,1.01,6,2,1.00,1,0,2,1
5435,1051,0.58,48,25,1.56,1,1,7,1
3545,1198,1.01,10,3,0.75,2,0,10,1
4281,1438,1.01,9,3,1.00,0,0,5,0
3486,1196,1.03,1,0,0.00,1,0,11,0
9235,3117,1.01,13,3,0.60,0,0,12,0
8760,2968,1.02,10,3,0.75,0,0,4,1
8214,2757,1.01,3,1,1.00,0,0,3,0
6932,1338,0.58,27,15,1.67,3,1,2,0
997,353,1.06,9,1,0.33,2,0,10,0
2132,409,0.58,58,25,1.25,1,1,6,1
5535,1077,0.58,44,23,1.53,1,1,7,1
2228,772,1.04,2,0,0.00,2,0,6,0
8119,2735,1.01,10,2,0.50,2,1,4,1
1770,335,0.57,23,9,1.12,1,1,4,0
2086,741,1.06,2,0,0.00,1,0,4,0
1093,183,0.50,55,22,1.16,0,0,7,1
7597,2556,1.01,0,0,0.00,0,0,12,0
2069,730,1.06,15,3,0.60,1,1,4,0
8060,1570,0.58,30,11,1.10,0,0,7,1
5224,1752,1.01,4,2,1.00,0,0,9,0
1050,361,1.03,3,1,1.00,0,0,12,0
1191,416,1.05,1,0,0.00,0,0,4,0
1263,441,1.05,6,2,1.00,0,0,1,0
5408,1058,0.59,32,17,1.55,3,0,6,1
8575,2895,1.01,11,2,0.50,0,0,5,0
7366,2501,1.02,15,5,1.00,1,1,6,0
7386,1436,0.58,59,28,1.40,1,0,7,1
2808,523,0.56,47,23,1.44,3,1,6,0
7290,1448,0.60,52,19,1.06,1,1,7,1
5767,1973,1.03,6,2,1.00,0,0,9,0
9481,1854,0.59,23,17,2.12,1,1,12,1
2728,933,1.03,1,0,0.00,0,0,5,1
1963,365,0.56,25,17,1.89,1,1,7,1
7823,2619,1.00,12,4,1.00,0,0,3,0
5014,1700,1.02,2,0,0.00,2,0,7,0
1798,348,0.58,60,21,1.05,0,0,7,1
4380,852,0.58,38,16,1.23,2,0,7,0
7986,2687,1.01,14,4,0.80,0,0,6,0
4292,818,0.57,29,11,1.10,2,1,9,1
8676,2931,1.01,11,4,1.00,0,0,10,0
973,177,0.54,53,26,1.44,3,1,6,1
8770,2968,1.02,4,2,1.00,0,0,1,0
5513,1861,1.01,6,2,1.00,2,0,5,0
1031,373,1.08,6,2,1.00,2,0,4,0
1589,293,0.55,30,18,1.80,3,0,2,1
9485,3181,1.01,6,2,1.00,0,0,6,1
1665,584,1.05,4,2,1.00,0,0,1,0
6804,2279,1.00,1,0,0.00,1,0,1,1
1853,339,0.55,14,7,1.40,0,0,5,0
6254,1209,0.58,38,17,1.31,0,0,7,1
1030,170,0.49,56,28,1.47,3,1,6,1
9457,3199,1.01,11,2,0.50,2,1,6,0
959,356,1.11,9,2,0.67,1,1,7,1
4082,772,0.57,11,8,2.00,0,0,1,1
2942,1004,1.02,6,2,1.00,1,0,2,0
5801,1958,1.01,13,3,0.60,0,0,6,0
2994,1040,1.04,9,1,0.33,2,0,5,0
3573,1241,1.04,3,1,1.00,1,0,7,0
393,67,0.51,39,21,1.62,2,1,6,1
5138,1733,1.01,0,0,0.00,2,0,12,0
7464,2505,1.01,5,2,1.00,0,0,3,0
7627,2592,1.02,10,2,0.50,1,1,4,0
3895,1313,1.01,11,3,0.75,2,0,8,0
972,183,0.56,53,26,1.44,2,0,6,0
7795,1536,0.59,20,13,1.86,3,1,9,1
9422,1835,0.58,45,24,1.60,0,0,6,1
1984,682,1.03,0,0,0.00,0,0,4,0
9293,3123,1.01,4,2,1.00,0,0,6,0
7583,1486,0.59,41,17,1.21,0,0,7,1
8610,2881,1.00,10,3,0.75,0,0,9,0
9157,3073,1.01,4,2,1.00,1,0,5,1
2930,994,1.02,9,3,1.00,0,0,2,0
7257,1410,0.58,48,25,1.56,1,1,6,1
9782,1952,0.60,28,18,1.80,3,0,6,1
8577,2885,1.01,15,3,0.60,0,0,12,1
9355,3141,1.01,7,2,0.67,2,0,3,0
5736,1941,1.02,10,2,0.50,2,1,12,0
1009,375,1.11,14,4,0.80,0,0,10,1
7124,2414,1.02,8,2,0.67,0,0,4,0
1187,426,1.08,12,4,1.00,0,0,4,0
2160,418,0.58,55,26,1.37,1,0,7,1
993,346,1.05,11,3,0.75,2,0,3,1
4494,1547,1.03,8,1,0.33,2,0,3,0
3607,1233,1.02,0,0,0.00,0,0,9,0
5353,1830,1.03,8,2,0.67,0,0,10,0
8827,2993,1.02,10,3,0.75,0,0,11,0
8781,2940,1.00,5,2,1.00,0,0,7,0
7947,1542,0.58,43,20,1.33,2,1,6,1
6924,2353,1.02,11,2,0.50,0,0,1,1
1453,497,1.02,9,1,0.33,0,0,7,1
9775,3277,1.01,6,2,1.00,0,0,5,0
8800,2960,1.01,10,3,0.75,0,0,3,0
7880,2670,1.02,4,2,1.00,2,1,10,0
1699,614,1.08,1,0,0.00,0,0,6,0
1534,549,1.07,10,3,0.75,0,0,12,0
4235,1453,1.03,2,0,0.00,0,0,4,0
9429,1873,0.60,48,21,1.31,2,1,6,1
4247,1453,1.03,13,5,1.00,0,0,11,0
9344,1837,0.59,53,24,1.33,2,1,7,0
5428,1860,1.03,8,1,0.33,0,0,10,0
9486,3181,1.01,8,3,1.00,2,0,5,0
1042,178,0.51,34,21,1.75,1,1,6,0
2534,866,1.02,14,4,0.80,1,0,5,0
6715,2289,1.02,5,2,1.00,1,1,6,0
5913,1987,1.01,11,3,0.75,1,0,10,0
2172,767,1.06,2,0,0.00,0,0,6,0
6496,1294,0.60,56,25,1.32,2,1,6,1
2551,482,0.57,59,20,1.00,1,1,6,1
988,172,0.52,42,15,1.07,1,1,6,1
9644,3250,1.01,5,2,1.00,0,0,11,0
1243,229,0.55,38,19,1.46,3,1,7,1
3510,1196,1.02,3,1,1.00,2,0,5,0
4484,1509,1.01,2,0,0.00,0,0,1,0
876,128,0.44,31,12,1.09,3,0,7,1
8930,3003,1.01,9,2,0.67,0,0,8,0
5456,1053,0.58,30,19,1.90,0,0,6,1
5786,1122,0.58,24,18,2.25,1,1,2,1
9988,3377,1.01,13,4,0.80,2,0,3,0
4217,1448,1.03,13,3,0.60,0,0,9,0
5573,1877,1.01,0,0,0.00,0,0,9,0
3685,722,0.59,30,18,1.80,2,1,7,1
9376,1836,0.59,41,19,1.36,3,1,6,1
7707,1531,0.60,51,18,1.06,1,1,6,1
3184,603,0.57,22,15,1.88,1,1,3,1
7969,1565,0.59,44,16,1.07,2,0,7,1
8173,2764,1.01,5,2,1.00,1,0,12,0
5740,1953,1.02,9,1,0.33,1,1,9,0
6667,1325,0.60,55,19,1.00,2,1,7,1
6622,2230,1.01,11,3,0.75,2,0,11,0
8198,2745,1.00,13,4,0.80,1,1,12,1
9909,3333,1.01,9,1,0.33,2,0,6,0
1384,507,1.10,15,4,0.80,1,0,9,1
9568,3216,1.01,13,3,0.60,0,0,5,0
7525,1482,0.59,30,13,1.30,2,1,10,1
1999,692,1.04,4,2,1.00,0,0,1,0
2707,934,1.03,9,2,0.67,0,0,3,0
6340,2126,1.01,1,0,0.00,0,0,9,1
5183,1751,1.01,8,3,1.00,0,0,8,0
5693,1111,0.59,33,18,1.64,2,1,7,1
6638,2231,1.01,7,3,1.00,0,0,3,0
4649,1578,1.02,11,4,1.00,0,0,4,0
8087,1576,0.58,28,11,1.10,0,0,2,1
3076,1052,1.03,7,2,0.67,0,0,6,0
6636,2248,1.02,5,2,1.00,0,0,6,0
6729,2278,1.02,10,2,0.50,0,0,3,1
1959,371,0.57,49,20,1.18,3,1,7,1
6374,1269,0.60,42,24,1.71,2,1,6,0
3971,761,0.57,29,14,1.40,1,1,7,1
3989,782,0.59,26,18,2.00,3,1,1,1
4449,1506,1.02,11,4,1.00,0,0,8,0
3613,1215,1.01,12,3,0.75,0,0,5,1
9552,3233,1.02,2,0,0.00,0,0,5,0
8462,2870,1.02,7,3,1.00,0,0,10,0
2147,759,1.06,3,1,1.00,0,0,10,0
4148,801,0.58,47,25,1.56,1,1,6,1
9815,1940,0.59,26,12,1.33,3,0,5,0
2703,912,1.01,2,0,0.00,0,0,3,0
6775,2298,1.02,6,2,1.00,2,0,1,0
8963,1763,0.59,41,18,1.29,1,1,7,1
5141,1754,1.02,3,1,1.00,0,0,9,1
7008,2366,1.01,15,5,1.00,0,0,9,0
1012,170,0.50,34,21,1.75,2,1,6,1
4397,842,0.57,44,21,1.40,3,1,7,1
5349,1832,1.03,7,3,1.00,0,0,11,0
3256,1129,1.04,6,2,1.00,1,0,10,0
1044,379,1.09,11,4,1.00,0,0,8,1
4432,1521,1.03,2,0,0.00,0,0,3,1
7638,1523,0.60,35,20,1.67,3,0,6,0
5552,1892,1.02,9,1,0.33,0,0,3,1
7476,2514,1.01,7,2,0.67,2,0,8,0
3997,792,0.59,47,19,1.19,0,0,7,0
3913,1318,1.01,0,0,0.00,0,0,4,0
